id_szkoly,lp_sio,odl_dop,telefon,fax,www,oddzialy,liczba_uczniow,specjalna,publiczna
34350,1859,2,818520046,818520046,,7,69,False,True
34351,1861,1,818520006,818520006,http://www.republika.pl/spostrow,6,120,False,True
34352,1862,1,818522042,818522042,http://www.sp-rozkopaczew.pl,8,120,False,True
34356,1864,1,818564245,818564245,http://www.spd.ostrowek.pl,7,107,False,True
34354,1865,2,818563104,,http://www.spl.ostrowek.pl,7,91,False,True
34355,1863,2,818562241,818562241,,9,157,False,True
34359,1870,2,818510054,,http://spwolasernicka.edupage.org,7,117,False,True
34357,1866,2,818510089,818510089,,7,39,False,True
34358,1868,1,818510634,,http://www.spbrzostowka.pl,7,99,False,True
34361,1867,1,818510641,818510641,http://www.spnowawola.pl,6,85,False,True
34362,1873,1,818523014,818523011,http://www.szkolauscimow.edu.pl,9,181,False,True
34363,1872,1,818523191,818523191,,7,47,False,True
34364,1871,2,817232177,817232177,,7,28,False,True
34651,2165,1,833723104,833723104,,7,96,False,True
34654,2167,2,833722340,833722340,http://www.polskowola.szkolnastrona.pl,6,108,False,True
34653,2163,2,833723406,833723406,http://www.zobd.republika.pl,6,83,False,True
34652,2166,1,833722027,,http://www.spzakowola.szkolnastrona.pl,7,63,False,True
34655,2164,1,833722607,,,7,46,False,True
34656,2168,1,833722002,833722150,,13,270,False,True
34673,2191,0,833530051,,http://www.bezwola.republika.pl,7,69,False,True
34674,2189,1,833530025,833530025,,13,253,False,True
34675,2190,1,833530350,833530350,,7,105,False,True
34676,2192,1,833532355,833532355,,7,62,False,True
34677,2193,2,833532125,,http://www.republika.pl/spossowa,5,42,False,True
34678,2194,1,833533032,833533032,,7,51,False,True
34664,2175,1,833527240,,http://zszabiele.edupage.org,7,92,False,True
34661,2177,1,833528356,833528356,http://www.spbranica36A.republika.pl,7,70,False,True
34660,2179,1,833529412,,http://szkola-paszki.za.pl,7,38,False,True
34663,2176,1,833528329,833528329,http://www.zsbiala.org,7,95,False,True
34665,2178,1,833524542,833524542,http://www.szkola-brzostowiec.za.pl,7,62,False,True
34666,2180,1,833525556,833525596,http://www.spzabikow.edu.pl,8,76,False,True
46038,2181,1,,,,15,225,False,True
34639,2152,1,833527141,833527141,,16,362,False,True
34640,2153,1,833527131,833528464,http://www.radzsp2.republika.pl,27,611,False,True
45980,2154,1,833513009,833527871,http://sosw.powiatradzyński.pl,6.35,47,True,True
34641,2161,0,818574184,818574184,,7,129,False,True
34642,2160,1,818574240,,,5,64,False,True
34644,2156,1,818574240,818574240,http://www.zsborki.pl,10,189,False,True
45981,2157,1,818574160,818574160,,6,52,False,True
45982,2159,1,818574272,,,5,45,False,True
34649,2162,1,833513004,833116051,http://sp-czemierniki.webpark.pl.,17,325,False,True
34659,2173,1,833535349,,,4,33,False,True
34658,2174,1,833539000,,http://www.kolembrody.pl,5,27,False,True
34672,2183,3,833519001,833519001,http://www.kepki.xpx.pl,5,58,False,True
34668,2188,3,833518085,833518085,http://gimulan.zkwadrat.pl,14,272,False,True
34670,2185,2,833519003,833519003,,5,60,False,True
34671,2182,3,833518001,833518001,,7,110,False,True
34597,2104,1,833547811,833547811,,8,93,False,True
34593,2105,1,833547606,833547606,,7,31,False,True
34594,2107,1,833547015,833547015,,9,170,False,True
34596,2106,2,833541802,,,0,,False,True
34577,2087,1,,,,8,90,False,True
34578,2086,2,833557002,833557044,,8,123,False,True
34579,2088,2,833557017,,,7,89,False,True
34580,2093,1,833561363,833561442,,6,51,False,True
34581,2090,1,833660523,,,5,26,False,True
34582,2092,1,833561196,833561196,,5,60,False,True
34583,2089,1,833560020,,,7,93,False,True
34584,2091,2,833560014,,,4,36,False,True
34587,2097,2,833569004,833569004,http://www.sprudno.szkolnastrona.pl,6,96,False,True
34585,2095,1,833567534,833567534,http://kostrysp.webd.pl,5,62,False,True
34586,2096,1,833567197,833567197,,6,129,False,True
34589,2099,1,833551241,833551241,http://sp2.parczew.com,22,464,False,True
34590,2098,1,833551239,833551239,http://www.sp1parczew.pl,21,485,False,True
34591,2100,1,833565209,833565209,http://www.sp-przewloka.parczew.com,8,107,False,True
46098,2101,1,833564060,833564060,"http://www.psptysmienica,szkolnastrona.pl",,,False,False
34592,2102,2,,,,6,95,False,True
34598,2109,1,825912115,825912115,http://www.zspsosnowica.ubf.pl,6,127,False,True
34755,2265,1,846611514,846611514,http://www.sp.laszczow.pl,12,237,False,True
34759,2267,1,846611520,846611520,,4,50,False,True
34757,2266,1,846611651,846611651,,7,27,False,True
34758,2264,1,846611514,846611514,,2,18,False,True
34781,2287,1,846668995,,http://szkolapasieki.superszkolna.pl,4,58,False,True
34782,2290,1,846646216,846646216,http://www.szkolasabaudia.cba.pl,6,90,False,True
34788,2291,1,846472168,846641660,,4,52,False,True
34784,2293,1,846656221,,,2,25,False,True
34785,2292,1,846664625,,,3,34,False,True
34786,2286,0,846664229,846664229,http://www.zspmajdangorny.superszkolna.pl,7,80,False,True
34789,2294,1,846650978,,,,,False,False
34787,2285,0,846658081,,,7,82,False,True
34791,2288,1,846664622,846664622,http://www.szkolapodhorce.cba.pl,8,84,False,True
62501,2295,1,846664677,,,,,False,False
62502,2296,1,846662525,,,,,False,False
34779,2284,1,846613172,,,,,False,False
34778,2282,2,846614125,846614125,,8,49,False,True
34777,2283,1,846613108,846613116,,9,213,False,True
34748,2258,2,,,,8,158,False,True
46274,2260,1,846632213,846632213,http://spzwiartow.cba.pl,,,False,False
46275,2259,1,846641298,846641298,http://www.hutaszkola.cba.pl,,,False,False
34760,2270,1,846632305,,,8,149,False,True
34761,2272,1,846633242,846633242,http://michalow.neostrada.pl,6,73,False,True
34763,2273,1,846633244,,http://spwozuczyn.cba.pl,7,83,False,True
34764,2271,1,846633433,,,7,36,False,True
34740,2250,1,846644454,846644454,http://www.republika.pl/sp2tomaszow,22,548,False,True
34741,2252,1,846659440,846659440,,6,35,True,True
34742,2251,1,846642443,846658223,http://www.spnr3tomneostrada.pl,28,695,False,True
34743,2253,1,846652424,846652424,,14,247,False,True
34744,2256,1,846664638,,http://www.spgrodek.pl,7,59,False,True
34745,2255,2,846634578,,,7,31,False,True
34746,2257,1,846634524,846634524,http://zspjarczow.republika.pl,7,125,False,True
34754,2261,0,846617327,,http://szkolamachnow.cba.pl,8,98,False,True
34751,2262,1,,,,13,289,False,True
34792,2300,1,846619688,846619689,http://www.sptyszowce.cba.pl,12,221,False,True
34793,2301,2,846610113,846610113,,8,38,False,True
34794,2297,1,846619661,,,4,43,False,True
34795,2298,2,846610102,846610102,,7,43,False,True
34796,2299,1,846610282,,,7,30,False,True
34772,2275,2,,,,7,96,False,True
34768,2276,1,,,,9,204,False,True
34766,2274,1,846654302,846654302,http://www.zsmajdansop.edupage.org,8,146,False,True
34770,2277,2,846472014,,,,,False,False
34797,2302,1,846616042,,,7,70,False,True
34798,2304,1,846616078,846616078,http://zspulhowek.szkolnastrona.pl,6,99,False,True
34799,2303,1,846616218,846616218,http://www.sptarnoszyn.szkolnastrona.pl,29,94,False,True
34773,2281,1,,,,,,False,False
34775,2280,1,846624727,846624792,http://zsip.cal.pl,10,206,False,True
34776,2279,1,846624779,846624779,http://www.sphuta.superszkolna.pl,4,60,False,True
34863,2367,1,846163218,846163218,,15,314,False,True
34862,2366,1,846163226,,http://www.sp.krasne.ucoz.pl,6,29,False,True
34842,2345,1,846180533,846180533,,7,32,False,True
34843,2346,1,846610424,846610424,http://www.spkotlice.szkolnastrona.pl,7,77,False,True
34840,2349,2,846180006,846180006,,7,43,False,True
34841,2347,2,846180009,846180009,http://spmiaczyn.szkolnastrona.pl,10,207,False,True
46278,2344,1,846180513,846180513,,7,44,False,True
34865,2371,2,846826204,846826204,http://zssulow.szkolnastrona.pl,7,107,False,True
34866,2370,0,846821596,846821596,http://www.zsmichalow.edu.pl,7,90,False,True
34869,2369,1,846415101,846415102,,7,68,False,True
34829,2335,3,846153301,846153301,,2,29,False,True
34830,2334,2,846153309,,,2,39,False,True
34831,2332,2,846153159,,,3,49,False,True
34832,2333,2,846153294,846153294,,3,54,False,True
34833,2331,2,846153143,846153143,,9,209,False,True
34848,2356,1,846818810,,,8,129,False,True
34849,2355,2,846810560,846810560,http://szkolagorajec.neostrada.pl,7,92,False,True
34850,2354,1,846818047,,,7,86,False,True
34851,2353,1,846810001,846810001,,7,72,False,True
34838,2342,1,846113058,846116044,http://www.splabunie.szkolnastrona.pl,14,271,False,True
34837,2343,1,846162202,,http://szkola.interklasa.pl/sp_labunki/,7,127,False,True
34823,2328,1,,,,9,155,False,True
34824,2329,1,,,,9,192,False,True
34889,2387,1,846166210,846166210,http://www.zssitaniec.scholna.strona.pl,8,164,False,True
34879,2384,1,846167039,,http://www.sppniowek.edupage.org,7,79,False,True
34876,2383,1,846411577,,http://spmokre.pl,7,109,False,True
34880,2378,1,846166908,846166908,http://www.spborowina.pl,6,93,False,True
34881,2388,1,846713812,,,4,57,False,True
34883,2380,1,846115213,846115213,,7,149,False,True
34884,2385,2,846713556,,http://www.spwolkawieprzecka.szkolnastrona.pl,6,103,False,True
34888,2382,1,846713833,,http://www.splipsko.szkolnastrona.pl,3,49,False,True
34886,2386,1,846278690,846278690,http://szkolawysokie.like.pl,8,143,False,True
34887,2379,1,846168024,846168024,http://www.zawada.edu.pl,8,167,False,True
34890,2389,1,846412221,846412221,,8,157,False,True
45530,2381,1,846167017,846386050,http://www.spkalinowice.webpark.pl,11,204,False,True
34836,2337,1,,,,14,301,False,True
34835,2338,2,846607590,846608928,http://szkolakaczorki.interia.pl,7,112,False,True
34834,2339,1,846607168,846607168,http://www.spmajdan.republika.pl,7,81,False,True
34827,2330,1,846512417,846512363,http://www.grabowiec.edu.pl,12,226,False,True
34870,2372,1,846821106,846821106,http://www.republika.pl/sp_szczebrzeszyn,14,332,False,True
34871,2373,1,846821052,846821052,http://sp3szczebrzeszyn.strefa.pl,7,82,False,True
34872,2374,1,846821626,846821626,http://spbodaczow.cba.pl,6,117,False,True
34875,2376,1,846168006,846168006,,7,64,False,True
46279,2375,1,846273622,846273622,http://spniedzieliskaweebly.com,7,83,False,True
34847,2351,2,846312703,846312915,,15,257,False,True
34846,2350,1,846313434,846313434,http://www.spzlojec.pl,7,93,False,True
34855,2359,1,846112028,,http://www.spjaroslawiec.edupage.org,12,265,False,True
34852,2360,2,846112404,846112404,,7,96,False,True
34853,2361,1,846180147,846180147,,7,64,False,True
34854,2357,1,846111104,846111104,,7,71,False,True
34856,2362,2,846112322,846112322,,7,51,False,True
46102,2358,1,846112317,846112317,,6,30,False,True
34860,2365,1,846213693,,,7,46,False,True
34858,2363,1,846212917,846212917,,7,50,False,True
34859,2364,1,846213624,846213624,,12,222,False,True
34891,2394,1,846872142,846872142,,14,309,False,True
34892,2392,1,846872074,846872074,,4,61,False,True
34100,1624,2,825697032,825697032,http://www.zsstaw.internetdsl.pl,7,99,False,True
34097,1621,1,825638016,825638066,http://www.zsstrupin.gmina.chelm.pl,8,151,False,True
34098,1623,1,825652569,825652569,,7,49,False,True
34101,1622,1,825690756,825690756,http://www.zsokszow.internetdsl.pl,8,185,False,True
34102,1625,2,825697225,825697225,http://www.republika.pl/stolpie,8,165,False,True
34103,1627,1,825636702,825636702,http://www.zoltance.gmina.chelm.pl,10,222,False,True
34099,1626,2,825697812,825697812,,7,147,False,True
34127,1649,1,825672605,825672605,,7,58,False,True
34125,1651,1,825673010,825673010,http://www.zs.sawin.eu.interia.pl,12,230,False,True
34124,1650,1,825672508,,http://www.sppetrylow.sawin.pl,7,48,False,True
34126,1648,3,825674406,825674406,,7,61,False,True
34136,1661,2,825680178,825680178,,12,231,False,True
34116,1637,3,825676366,,,7,106,False,True
34115,1640,1,825675419,,http://www.spteresin.kw.pl,,,False,False
34117,1636,2,825675479,,http://www.szkolarakolupy.republika.pl,7,61,False,True
34094,1618,2,825664119,825664119,http://www.sprejfabr.rejowiec.pl,11,211,False,True
34120,1643,2,825662406,,,8,109,False,True
34122,1641,2,825664716,,http://www.spkrasn1szkolnastrona.pl,4,39,False,True
46037,1644,2,825662412,825662412,http://www.sp-kanieovh.org,,,False,False
46267,1642,2,825664110,825664110,http://www.zspawlow.w.interia.pl,7,87,False,True
61896,1645,1,825643453,,,,,False,False
34095,1620,1,825683179,825683179,,7,84,False,True
34096,1619,2,825682219,825682219,,8,159,False,True
34108,1628,1,825661012,825661715,http://zsodorohusk.republika.pl,15,334,False,True
34104,1631,0,825665203,825665217,,7,86,False,True
34105,1629,2,825661402,825661402,,7,58,False,True
34123,1647,1,825686036,825686036,http://www.zs-rudahuta.pl,14,259,False,True
34110,1632,1,825668015,825668015,http://gzsdubienka.szkolnastrona.pl,8,140,False,True
34111,1635,1,825671572,825671572,,7,67,False,True
34113,1633,1,825671534,825671534,http://www.zsstrachoslaw.szkolnastrona.pl,6,87,False,True
34114,1634,2,825670112,825670112,http://www.spkamien.pl,8,151,False,True
34131,1654,1,825691671,825691671,http://spbezek.cba.pl,7,50,False,True
34129,1655,1,,,,16,391,False,True
34132,1657,1,825693233,825693435,,16,328,False,True
34133,1656,1,825693259,825693259,http://spswiecica.szkolanstrona.pl,7,52,False,True
34134,1659,2,825669215,825669215,http://wwwszkoly.edu.pl/wojslawice,11,246,False,True
46214,1664,3,,,,,,False,False
46215,1663,2,825688612,,http://www.sprejowiec.strefa.pl,15,372,False,True
34087,1611,1,846890181,,http://www.spwroz.w.interia.pl,4,69,False,True
34085,1609,1,846896274,486896274,http://www.spluchowdolny.edupage.org,4,50,False,True
34083,1607,1,846897062,846897062,,12,235,False,True
34084,1610,2,846899349,,,7,46,False,True
34086,1608,2,846899347,,,4,58,False,True
34088,1613,3,846876022,846876022,http://www.zsskukielki.edupage.org,8,107,False,True
34090,1614,2,846876033,846876033,http://www.zsstereszpol.vel.pl,6,132,False,True
34036,1561,1,846880481,846880482,http://bilgoraj-sp5.republika.pl/,21,525,False,True
34035,1559,1,846880337,846880337,http://www.mzs.neostrada.pl,26,436,False,True
34032,1560,1,846866023,846866023,http://www.sp4bilgoraj.pl,7,138,False,True
34034,1558,1,846860717,846860717,http://www.sp1bilgoraj.vot.pl,36,880,False,True
34051,1575,1,846892001,846892001,,4.5,48,False,True
34050,1577,1,846856323,846856323,,5,81,False,True
34052,1576,2,846856076,846856073,http://www.szkolabiszcza.republika.pl,7,153,False,True
34040,1564,2,846893400,846893400,http://www.pspwolader.szkolnastrona.pl,5,70,False,True
34038,1570,1,846871366,,http://www.korczow.pl,6,99,False,True
34039,1573,1,846870125,846870125,,6,114,False,True
34043,1571,1,846857893,846857893,http://zspig.korytkot.prv.pl,6,116,False,True
34041,1572,1,846851674,,,6,87,False,True
34042,1565,1,846418855,,,8,93,False,True
34044,1567,1,,,,8,143,False,True
34045,1568,1,846861083,846861083,http://www.zspig-gromada.lbl.pl,8,131,False,True
34046,1569,1,846871708,846871708,https//www.zspighedwizyn.neostrada.pl,8,124,False,True
34047,1566,1,846864400,,,7,95,False,True
34049,1574,1,846894050,,,5,71,False,True
34062,1585,1,846878238,846878238,http://www.spgorecko.pl,8,58,False,True
34061,1587,1,846878079,846878079,http://www.spjozefow.hekko.pl,8,164,False,True
34063,1588,2,846878074,846878074,,8,128,False,True
34064,1586,1,846879164,846879164,,7,64,False,True
34037,1563,2,846875020,846875020,http://www.spaleksandrow.szkolnastrona.pl,13,235,False,True
34053,1579,1,846857521,846857521,http://www.szsframpol.pl,7,143,False,True
34054,1580,1,846857884,,,4,35,False,True
34055,1582,1,846857028,,,7,105,False,True
34056,1578,1,846857879,846857879,http://wolaszkola.com,7,88,False,True
34057,1581,1,846857574,,,7,41,False,True
34060,1584,1,846858025,846858025,http://www.spgoraj.pl,9,197,False,True
34072,1595,2,846874504,846874011,http://splukowa.szkolnastrona.pl,11,241,False,True
34070,1594,1,846855165,846855165,http://www.sp-chmielek.pl,8,140,False,True
34066,1590,1,846877404,,http://www.zespolszkolksiezpol.szkolnastrona.pl,8,176,False,True
34068,1591,2,,,,9,165,False,True
34067,1589,2,846897029,,http://www.spkorchow.cba.pl,8,128,False,True
34069,1592,2,846854244,,http://www.rakowka.republika.pl,7,85,False,True
34077,1597,1,846891039,,,7,98,False,True
34074,1598,2,846891014,,,7,100,False,True
34075,1596,1,846891033,,,7,116,False,True
34078,1603,2,846853011,,,6,64,False,True
34079,1601,2,846853004,,,7,81,False,True
34081,1605,2,846852503,,,8,151,False,True
34092,1617,1,846833231,846833231,,12,233,False,True
34093,1616,2,846835209,,,4,58,False,True
34981,2478,1,846388118,846272526,http://www.sp3.zam.pl,21,534,False,True
34985,2473,1,846389500,846389500,http://zs4zamosc.pl,18,447,False,True
34977,2471,1,846392525,846396760,http://www.soswzamosc.internetdsl.pl,11,71,True,True
34976,2477,1,846775670,846775680,http://sp9.zamosc.net.pl,15,399,False,True
34978,2472,1,846386566,846386566,http://www.sp2.zam.pl,18,474,False,True
34979,2476,1,846383246,846383246,http://www.sp8zamosc.edupage.org,11,258,False,True
34980,2470,1,846385047,846385047,http://www.spnr10zoi.internetdsl.pl,13,261,False,True
34982,2474,1,846392577,846385089,,18,451,False,True
34983,2480,2,846394983,846394983,http://unia.zam.pl,,,False,False
34984,2475,1,846384471,846384471,http://www.sp7zamosc.edupage.org,8,179,False,True
46039,2469,1,846273084,846243084,http://www.pio.superszkolna.pl,7,161,False,True
34804,2308,2,833798009,833798601,,6,84,False,True
34806,2309,1,833799010,833799010,http://www.zaswiatycze.pl,4,30,False,True
46101,2311,1,833798002,833798002,,,,False,False
46277,2312,1,833799007,,,,,False,False
34807,2313,2,825714032,825714032,http://www.zspiphanskinternetdsl.pl,4,30,False,True
34808,2314,2,825714256,825714256,http://www.zspiphansk.internetdsl.pl,12,224,False,True
34810,2315,2,,,,7,137,False,True
34801,2305,1,825721345,825722128,http://www.sp2wlodawa.pl,16,398,False,True
34802,2306,1,825721138,,http://sp3wlodawa.pl,25,569,False,True
34817,2322,1,825717224,825717224,http://szkolawzukowie.strefa.pl,7,60,False,True
34815,2320,1,,825726780,,8,106,False,True
34816,2321,2,825718185,825718185,,6,65,False,True
34811,2318,1,825712191,,,5,46,False,True
34812,2317,1,825713010,825713010,,14,265,False,True
34813,2316,1,825713078,,,5,41,False,True
34821,2327,1,825717226,825717226,http://spkaplonosy.szkolnastrona.pl,8,76,False,True
34822,2326,2,825913006,825913006,,10,142,False,True
34233,1751,1,825772422,825772422,http://www.szkolakrupe.edu.pl,6,69,False,True
34237,1752,1,825779014,825779014,http://malochwiej.pl,7,107,False,True
34236,1750,1,825778869,825778304,http://www.szpjaslikow.republika.pl,7,92,False,True
34224,1748,2,846183175,846183175,http://spwirkowice.edupage.org,6,58,False,True
34225,1745,1,846183092,846183020,http://www.zsizbica.szkola.pl,6,116,False,True
34230,1743,0,846183056,,,6,52,False,True
34231,1744,1,846183420,846183420,,6,94,False,True
34232,1747,1,846183174,,http://www.sptarzymiechy72.edupage.org,6,69,False,True
34212,1737,1,825762891,825762891,http://www.szkola5.krasnystaw.pl,8,195,False,True
34211,1734,1,,,,17,434,False,True
34213,1736,1,825762808,825762808,http://www.zs4.krasnystaw.pl,13,344,False,True
34214,1738,1,825762308,825762308,,7,46,True,True
34215,1735,1,825762349,825762349,,6,92,False,True
34248,1759,2,846841110,846841121,,7.5,133,False,True
34249,1758,2,846841118,,,7.5,122,False,True
34221,1742,1,846838510,846838510,http://www.spgorzkow.dl.pl,12,227,False,True
34239,1753,1,825775518,825775518,http://www.szkola-krasniczyn.scholaris.pl,8,171,False,True
34238,1754,1,825776595,825776595,http://www.spsurhow.pl,7,50,False,True
34217,1741,2,815853137,815853137,http://www.siedliska.edu.pl,10,148,False,True
34218,1740,2,815853025,,,17,272,False,True
46271,1739,1,815853014,,,5,37,False,True
34252,1760,3,,,,9,194,False,True
34241,1757,1,825772617,825772617,http://www.zulinszkola.republika.pl,,,False,False
34243,1756,1,825773007,825773007,http://www.splopiennikdolny.superszkolna.pl,7,80,False,True
34253,1761,1,846832201,846832201,,7,76,False,True
34254,1762,1,846831630,846831630,http://www.spzolkiewka.edupage.org.pl,16,331,False,True
34560,2071,1,818272048,818272048,http://www.zs2opolelub.pl,14,322,False,True
34562,2069,1,818272322,818272177,http://www.zs1opolelub.pl,22,483,False,True
34561,2074,1,818272053,,,8,72,False,True
34564,2075,1,818273060,818273060,http://www.spskokow.szkolnastrona.pl,8,113,False,True
34565,2072,1,818271011,818211011,http://zskluczk.webd.pl,8,135,False,True
34567,2070,1,818273045,818273045,http://www.sppuszno.w.interia.pl,7,73,False,True
45851,2076,1,818270007,818270007,,7,84,False,True
62300,2073,1,818273039,818273039,http://www.spkomaszyce.szkolnastrona.pl,7,48,False,True
34542,2054,1,818294295,,,8,108,False,True
34539,2055,1,818293004,818293004,http://zs.ratoszyn.w.interia.pl,9,201,False,True
34543,2053,1,818291024,818291030,,12,240,False,True
34549,2056,1,818286003,,http://www.sp-chruslanki.pl,7,62,False,True
34545,2058,1,818227320,818227320,http://www.spchruslina.strefa.pl.,7,69,False,True
34546,2057,1,818285023,818285117,http://zso-jozefow.w.interia.pl,12,243,False,True
34547,2059,2,818286006,818286006,http://www.sp-boiska.pl.tl,7,75,False,True
34551,2063,0,818287034,818287034,,12,229,False,True
46272,2064,0,818287031,818287893,http://soswkarczmiska.szkolnastrona.pl,4,27,True,True
34555,2065,1,818284367,818284367,http://www.pspzakrzow.szkolnastrona.pl,7,32,False,True
34557,2068,1,818289113,,http://www.spkepapiotr.eu,7,96,False,True
34558,2066,2,818284187,818284187,http://www.spbraciejowice.lublin.pl,7,105,False,True
34572,2078,1,818201009,818201009,http://www.spkowala.pl,6,81,False,True
34568,2081,1,818204624,818204624,http://sp.poniatowa.pl,21,532,False,True
34571,2077,1,818206006,818206006,http://www.spniezabitow.pl,8,126,False,True
46097,2082,1,818204287,818204287,http://www.spdabrowawronowska.lap.pl,,,False,False
34575,2085,2,,,,7,110,False,True
34576,2084,1,818282033,818282033,http://www.sp.rogow.szkolnastrona.pl,8,69,False,True
34188,1712,2,158752855,158752855,http://www.zskrzemien.pl,8,132,False,True
34189,1714,2,158752246,,,5,54,False,True
34190,1713,2,158753273,,,9,177,False,True
34192,1716,2,158752204,158752204,http://www.zsdzwola.pl,6,77,False,True
34182,1708,2,158745118,,,4,44,False,True
34183,1706,1,,,,6,57,False,True
34185,1710,2,188755015,,,6,68,False,True
34186,1711,2,158755106,158755594,,8,143,False,True
34187,1709,1,158755101,,,6,61,False,True
34195,1722,1,158711156,158711156,http://www.wolrat.republika.pl,7,102,False,True
34194,1717,2,158711170,158711170,,4,57,False,True
34197,1720,1,158712112,158712112,,3.5,30,False,True
34198,1719,2,158711200,158711109,,8,134,False,True
34201,1726,1,158726724,158726724,http://www.psp_lazek_ord.republika.pl,3,34,False,True
34199,1725,1,158724318,158724318,http://www.pspjanow.internetdsl.pl,35,846,False,True
34200,1724,1,,,,5,65,False,True
34202,1723,2,158720154,158720154,http://www.zs-biala.internetdsl.pl,7,97,False,True
34203,1727,1,158715091,,,5,54,False,True
34205,1729,1,158716104,158716104,http://zswierzchowiska.pl,6,103,False,True
34206,1728,1,158715084,,,12,220,False,True
34208,1733,2,158740253,,http://zspotokwielki.szkolnasrtona.pl,8,161,False,True
34207,1732,1,158740271,158740271,http://www.zspotoczek42.republika.pl,8,125,False,True
34209,1731,2,158740287,158740287,http://potokstany.republika.pl,7,110,False,True
34910,2412,1,825634884,825634884,http://zso7.net.chelm.pl,12,316,False,True
34915,2407,1,825636531,825636531,http://www.sp11chelm.szkolnastrona.pl,20,536,False,True
34911,2414,1,825633451,825634598,,10,54,True,True
34908,2406,1,825653895,825653895,http://www.sp10chelm.pl,6,126,False,True
34909,2413,1,825637311,825637311,,17,428,False,True
34913,2411,1,825653929,825653929,http://www.sp5chelm.intrnetdsl.pl,17,435,False,True
34914,2408,1,825653922,825653922,http://www.sp2chelm.pl,6,146,False,True
34916,2405,1,825651194,825651194,,12,323,False,True
34917,2417,1,825654554,825654554,http://sapereaude.edu.pl,,,False,False
34918,2410,1,825603928,825603928,http://www.sp4.chelm.pl,14,319,False,True
34919,2409,1,825656927,825656927,http://zso3chelm.pl,9,274,False,True
45983,2416,1,825630651,825630651,http://www.razem.szkola.pl,,,False,False
46281,2415,1,825650563,825650563,http://www.integracyjnechelm.pl,,,False,False
35053,3736,0,146868444,146868444,http://www.szkola.mokrzyska.pl/,9,177,False,True
35050,3739,1,146638609,146638609,,7,75,False,True
35048,3735,0,146867660,146867660,http://www.pspjasien.pl,10,219,False,True
35047,3734,0,146868860,146868860,,8,135,False,True
35044,3731,1,146863520,146863520,,20,448,False,True
35045,3733,1,146631282,146631282,http://www.psp3brzesko.edu.pl,24,556,False,True
35049,3738,0,146866080,146866080,http://szkola.ps-online.pl,6,124,False,True
35051,3737,0,146860930,146860930,http://www.pspokocim.pl,8,132,False,True
35052,3740,1,146638014,146638014,,6,76,False,True
35054,3730,1,146867990,146867990,http://www.psp1jadowniki.pl,8,198,False,True
35055,3732,1,146630981,146630981,,8,168,False,True
35058,3744,1,146843200,146843200,http://www.psp.czchow.pl,11,241,False,True
35062,3743,1,146842306,146842306,,7,80,False,True
35063,3748,2,146845430,146639083,http://www.soswzlota.prv.pl,3,17,True,True
35060,3747,2,146860400,146860400,,6,144,False,True
35057,3746,1,146842200,146842200,http://www.zsjurkow.jurnet.pl,6,111,False,True
35061,3742,2,146636530,146636530,,7,118,False,True
35056,3745,2,146635420,146635424,http://www.domoslawice.edu.pl,7,99,False,True
46158,3741,1,146635610,146635610,,5,25,False,True
35043,3725,3,,,,6,94,False,True
35039,3727,1,146847044,146847044,http://www.zsprzyborow.edupage.org,6,97,False,True
35040,3728,1,146847050,,,7,53,False,True
35041,3726,2,146846001,146846001,http://www.zs-borzecin.edu.pl,7,187,False,True
35042,3729,2,146846633,146846633,http://www.borzecin_szkola.republika.pl,7,75,False,True
35076,3762,2,146849168,146849168,http://www.psp.gosprzydowa.pl,7,92,False,True
35077,3760,2,146860161,146860161,http://www.szkolabiesiadki.edu.pl,6,82,False,True
35078,3761,3,146869150,146869150,http://www.szkola.uszew.com.pl,8,153,False,True
35079,3763,2,146860330,146860330,http://www.szkola.lewniowa.pl,7,108,False,True
35068,3755,1,146657183,,,7,43,False,True
35066,3756,1,146658072,146658072,,8,123,False,True
35067,3757,1,146658218,146658218,http://www.szkolawola.pl,6,137,False,True
35070,3750,1,146656248,,http://szkolaniedzwiedza.republika.pl,6,48,False,True
35069,3752,1,146656125,146656125,http:sploniowa.edupage.org,6,58,False,True
35071,3753,2,146657315,146657315,,7,107,False,True
35072,3751,2,146638564,,http://www.maszkienice.republika.pl,6,100,False,True
35074,3758,2,146656730,146656730,http://www.szkolapu.website.pl,6,97,False,True
35083,3768,1,146845100,146845100,http://www.szkolawojakowa.szkolnastrona.pl,8,117,False,True
35080,3765,2,146844080,146844080,,8,194,False,True
35081,3766,2,146844330,,http://www.sp.nagorze.w.interia.pl,5,61,False,True
35082,3767,1,146845202,146845202,http://www.pspkaty.pl,8,170,False,True
35084,3764,1,146845140,,,5,70,False,True
35085,3772,2,146716181,,http://pspstrzelcewielkie.pl,6,106,False,True
35088,3777,1,146714622,146714622,,10,231,False,True
35086,3771,1,146714758,,http://www.pspniedzieliska.szkolnastrona.pl,7,54,False,True
35087,3769,2,146717281,146717281,,4,55,False,True
35089,3770,2,146715302,,http://spwola.przemykowska.webpark.pl,4,56,False,True
35112,3797,1,326233766,326233766,http://www.zs1.chrzanow.pl,21,462,False,True
35116,3791,0,326131767,326131767,http://www.spbalin.edupage.org,10,217,False,True
35103,3792,1,326232844,326232844,http://www.sp1chrzanow.strefa.pl,24,500,False,True
35104,3793,1,326236423,326236423,http://www.sp10ak.republika.pl,12,294,False,True
